name,branche,telefon,email,adresse,website,hat_website,website_erreichbar,website_alter_jahre,hat_ssl,ladezeit_ms,ist_mobilfreundlich,wayback_datum,google_place_id,google_rating,google_bewertungen,score,score_gruende,gefunden_am,status
Metallwarenfabrik Karl Schlimme KG,Klempner,0511 8382950,,"Borriesstraße 30, 30519 Hannover, Deutschland",https://schlimme.de/,True,True,24,True,2630,False,14.08.2002,ChIJp23owRgLsEcR8w3IwtBSmds,4.7,15,55,Website sehr alt (24 Jahre) (+25) | Nicht mobilfreundlich (+15) | Langsam (2630ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fa. Tomiczek - Heizung & Sanitär r.tomiczek@htp-tel.de,Klempner,0511 9585844,,"Anderter Str. 20, 30629 Hannover, Deutschland",,False,False,,False,,,,ChIJ75UmdtQ7ZUERVIdunESO8sI,4.7,22,55,Keine Website gefunden (+40) | Gute Aktivität (22 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
GTM Dobrinski GmbH,Installateur,0511 2792760,,"Geibelstraße 2, 30173 Hannover, Deutschland",http://www.gtm-dobrinski.de/,True,True,16,False,1116,True,06.04.2010,ChIJcTtJezYLsEcRICXv8gMvQu4,4.6,51,55,Website sehr alt (16 Jahre) (+25) | Kein HTTPS (+10) | Viele Bewertungen (51) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Andreas Kreth / Sanitär & Heizung,Installateur,0511 231616,,"Pfarrstraße 64, 30459 Hannover, Deutschland",http://www.kreth-hannover.de/,True,True,15,False,2109,True,07.06.2011,ChIJ5_LJKdh0sEcRLREysA_jPsY,5,20,55,Website sehr alt (15 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2109ms) (+5) | Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
SHK GmbH Sanitär Heizung Klima,Installateur,0511 830051,,"Landwehrstraße 68, 30519 Hannover, Deutschland",https://www.shk-hannover.de/,True,True,15,True,2373,False,10.03.2011,ChIJQekCzd4KsEcRQmIKo8txyyI,4.9,10,55,Website sehr alt (15 Jahre) (+25) | Nicht mobilfreundlich (+15) | Langsam (2373ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Frank Schneeberg Sanitär+Heizung,Installateur,0511 5420316,,"Groß-Buchholzer Straße 18, 30655 Hannover, Deutschland",,False,False,,False,,,,ChIJ04BfgZEMsEcRl9AciYxn6dU,4.7,28,55,Keine Website gefunden (+40) | Gute Aktivität (28 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
HaJa Heizung & Sanitär Langenhagen / Hannover - 24 Stunden Notdienst,Installateur,01511 7805756,,"Hauptstraße 30, 30855 Langenhagen, Deutschland",http://haja-heizung-sanitär.de/,True,False,,False,,,,ChIJget16iVzsEcRJsAg6AXo6eQ,5,52,55,Website nicht erreichbar (+35) | Viele Bewertungen (52) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Krummel,Maler,0511 5333782,,"Ringstraße 5A, 30457 Hannover, Deutschland",http://www.malermeister-krummel.de/,True,True,17,False,4639,True,25.06.2009,ChIJz3TyVWMLsEcRQof_3hZOkBo,5,14,55,Website sehr alt (17 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (4639ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sonntag & Gehrmann Malereibetrieb GmbH,Maler,0511 6963184,,"Helmkestraße 8, 30165 Hannover, Deutschland",http://www.sonntag-gehrmann.de/,True,True,19,False,3415,True,11.11.2007,ChIJnYgXnnBzsEcRd7DWtugHH0o,5,4,55,Website sehr alt (19 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (3415ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hannover´s Fliesenleger Holger Rudolf,Fliesenleger,0511 76900762,,"An d. Kirche 7A, 30457 Hannover, Deutschland",http://www.hannovers-fliesenleger.de/,True,True,16,False,3715,True,25.09.2010,ChIJ7xoghRJ1sEcRRy3-pETBJ90,5,4,55,Website sehr alt (16 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (3715ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gehrmann Mosaik-Naturstein-Fliesen - Hannover,Fliesenleger,0511 753890,,"Hagensmoor 11, 30419 Hannover, Deutschland",http://www.fliesen-gehrmann.de/,True,True,13,False,3198,True,02.05.2013,ChIJWXKUYzdxsEcRED41rv3N63Y,5,2,55,Website sehr alt (13 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (3198ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fliesenass,Fliesenleger,0511 51524401,,"Dieselweg 1, 30926 Seelze, Deutschland",http://www.fliesenass.de/,True,True,10,False,4530,True,02.07.2016,ChIJZYFWeFFxsEcR7n2doRFSXuk,5,3,55,Website sehr alt (10 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (4530ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
KERAMUNDO,Fliesenleger,0511 4383260,,"Bornumer Str. 146, 30453 Hannover, Deutschland",http://www.keramundo.de/hannover,True,True,22,False,2151,True,05.12.2004,ChIJQ0mv7vt0sEcRvwqa6E-46_g,4.3,308,55,Website sehr alt (22 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2151ms) (+5) | Viele Bewertungen (308) (+10) | Telefon bekannt (+5),2026-05-28,neu
Meisterdachdecker Bieber GmbH,Dachdecker,05109 6263,,"Zum Rießenfelde 12E, 30974 Wennigsen (Deister), Deutschland",http://www.dachdecker-hannover.de/,True,True,22,False,2738,True,29.11.2004,ChIJYZ5r42OeukcRxkn6G6IM4y4,4.8,23,55,Website sehr alt (22 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2738ms) (+5) | Gute Aktivität (23 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Heinrich Goldmann Bedachungsgesellschaft mbH,Dachdecker,0511 3505588,,"Büttnerstraße 17, 30165 Hannover, Deutschland",http://www.goldmann-bedachungen.de/,True,True,16,False,3320,True,09.05.2010,ChIJjQnCampzsEcRuK_lWfPDE8Q,5,6,55,Website sehr alt (16 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (3320ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Einblasdämmung & Dachsanierung Deike & Sohn GmbH Hannover Niedersachsen,Dachdecker,05132 5866066,,"Mergelfeld 9a, 31275 Lehrte, Deutschland",http://www.meine-dämmung.de/,True,False,,False,,,,ChIJzWUpr-ELsEcRztLzu1ixK10,5,233,55,Website nicht erreichbar (+35) | Viele Bewertungen (233) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Krohne Zimmerei-Dachdeckerei GmbH,Dachdecker,0511 461379,,"Marie-Curie-Straße 44, 30966 Hemmingen, Deutschland",http://www.krohne-holzbau.de/,True,True,22,False,3002,True,27.12.2004,ChIJ7YekE0Z1sEcR3CeCrtwsCDc,4.9,12,55,Website sehr alt (22 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (3002ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Zimmerei und Dachdeckerei Maik Ritter,Dachdecker,0511 87648080,,"Brunirode 32, 30880 Laatzen, Deutschland",http://www.mr-zimmerei.de/,True,True,8,False,2018,True,10.01.2018,ChIJ6waMdQUKsEcRk-goIdB79Fk,4.8,28,55,Website sehr alt (8 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2018ms) (+5) | Gute Aktivität (28 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Woick Bedachungen GmbH,Dachdecker,05136 8019034,,"Dorfstraße 82, 31275 Lehrte, Deutschland",https://www.woick-bedachung.de/,True,True,13,True,1175,False,28.04.2013,ChIJMQ1YjgQPsEcRd4B9WIp01tg,4.9,29,55,Website sehr alt (13 Jahre) (+25) | Nicht mobilfreundlich (+15) | Gute Aktivität (29 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Tischlerei Balsiger | Hannover,Schreiner,0162 1089060,,"Seilerstraße 15E, 30171 Hannover, Deutschland",http://www.tischlerei-balsiger.de/,True,True,20,False,4133,True,19.08.2006,ChIJATxViDULsEcRvnYwZo5l_vQ,5,3,55,Website sehr alt (20 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (4133ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Tischlerinnung Hannover,Schreiner,0511 344141,,"Berliner Allee 17, 30175 Hannover, Deutschland",http://www.tischlerinnung.de/,True,True,22,False,8411,True,14.12.2004,ChIJ79HPGq10sEcR6zhRNr1GBxw,5,1,55,Website sehr alt (22 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (8411ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
"W. Biermann GmbH & Co. KG, Tischlerei & Zimmerei",Schreiner,0511 937900,,"Sokelantstraße 7, 30165 Hannover, Deutschland",https://www.biermann-holzbau.de/,True,True,21,True,2285,False,30.01.2005,ChIJKxIKdCZzsEcRPTC_Wp1G1Yg,4.7,17,55,Website sehr alt (21 Jahre) (+25) | Nicht mobilfreundlich (+15) | Langsam (2285ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Biesel GmbH - Tischlerei,Schreiner,05130 9727120,,"Langer Acker 34, 30900 Wedemark, Deutschland",http://www.biesel-gmbh.de/,True,True,21,False,2130,True,17.12.2005,ChIJ7eS18cpzsEcRIcacMdtyLdA,4.8,24,55,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2130ms) (+5) | Gute Aktivität (24 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Tischlerei Schenke GmbH,Schreiner,0511 863001,,"Völgerstraße 10, 30519 Hannover, Deutschland",http://www.tischlerei-schenke.de/,True,True,21,False,3203,True,22.01.2005,ChIJE3P9MPsKsEcRP65azjU6kI4,3.7,26,55,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Sehr langsam (3203ms) (+10) | Gute Aktivität (26 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Yilmaz Laden & Innenausbau,Schreiner,0511 1628028,,"Hildesheimer Str. 573, 30880 Laatzen, Deutschland",http://www.yilmaz-ladenbau.de/,True,False,15,False,,,26.02.2011,ChIJVRJJxEmnukcRg-LBzVvR9iw,5,60,55,Website nicht erreichbar (+35) | Viele Bewertungen (60) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Wiedemann Sicherheitsbeschläge GmbH,Schreiner,0511 708970,,"Lilienthalstraße 11, 30179 Hannover, Deutschland",http://www.wiedemann-sicherheit.de/,True,True,22,False,1015,True,30.11.2004,ChIJkZgZ3r50sEcRbNCLt2eDi0s,4.7,123,55,Website sehr alt (22 Jahre) (+25) | Kein HTTPS (+10) | Viele Bewertungen (123) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Holz und Gut GbR,Schreiner,0511 2600418,,"Badenstedter Str. 46D, 30453 Hannover, Deutschland",http://www.holzundgut.de/,True,True,16,False,1084,False,04.06.2010,ChIJ00XIxfN0sEcROMr3AlpduW0,4,12,55,Website sehr alt (16 Jahre) (+25) | Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Telefon bekannt (+5),2026-05-28,neu
LUXHOLM Bauelemente Werk GmbH,Schreiner,0511 2288600,,"Siemensstraße 22, 30916 Isernhagen, Deutschland",https://luxholm.de/,True,False,22,True,,,05.12.2004,ChIJXSqf8asNsEcR-0_IH-SauU4,4.5,118,55,Website nicht erreichbar (+35) | Viele Bewertungen (118) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
HaJa Heizung & Sanitär Langenhagen / Hannover - 24 Stunden Notdienst,Heizungsbauer,01511 7805756,,"Hauptstraße 30, 30855 Langenhagen, Deutschland",http://haja-heizung-sanitär.de/,True,False,,False,,,,ChIJget16iVzsEcRJsAg6AXo6eQ,5,52,55,Website nicht erreichbar (+35) | Viele Bewertungen (52) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Frank Schneeberg Sanitär+Heizung,Heizungsbauer,0511 5420316,,"Groß-Buchholzer Straße 18, 30655 Hannover, Deutschland",,False,False,,False,,,,ChIJ04BfgZEMsEcRl9AciYxn6dU,4.7,28,55,Keine Website gefunden (+40) | Gute Aktivität (28 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hildebrandt Heizung Sanitär GmbH,Heizungsbauer,0511 841868,,"Reichhelmstraße 2, 30519 Hannover, Deutschland",http://www.hildebrandt-gmbh.de/,True,True,26,False,2095,True,22.06.2000,ChIJi3AOst4KsEcRnpcoMXKmSzU,4.5,21,55,Website sehr alt (26 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2095ms) (+5) | Gute Aktivität (21 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fa. Tomiczek - Heizung & Sanitär r.tomiczek@htp-tel.de,Heizungsbauer,0511 9585844,,"Anderter Str. 20, 30629 Hannover, Deutschland",,False,False,,False,,,,ChIJ75UmdtQ7ZUERVIdunESO8sI,4.7,22,55,Keine Website gefunden (+40) | Gute Aktivität (22 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Metallwarenfabrik Karl Schlimme KG,Heizungsbauer,0511 8382950,,"Borriesstraße 30, 30519 Hannover, Deutschland",https://schlimme.de/,True,True,24,True,2042,False,14.08.2002,ChIJp23owRgLsEcR8w3IwtBSmds,4.7,15,55,Website sehr alt (24 Jahre) (+25) | Nicht mobilfreundlich (+15) | Langsam (2042ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Andreas Kreth / Sanitär & Heizung,Sanitär,0511 231616,,"Pfarrstraße 64, 30459 Hannover, Deutschland",http://www.kreth-hannover.de/,True,True,15,False,2813,True,07.06.2011,ChIJ5_LJKdh0sEcRLREysA_jPsY,5,20,55,Website sehr alt (15 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2813ms) (+5) | Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Frank Schneeberg Sanitär+Heizung,Sanitär,0511 5420316,,"Groß-Buchholzer Straße 18, 30655 Hannover, Deutschland",,False,False,,False,,,,ChIJ04BfgZEMsEcRl9AciYxn6dU,4.7,28,55,Keine Website gefunden (+40) | Gute Aktivität (28 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
HaJa Heizung & Sanitär Langenhagen / Hannover - 24 Stunden Notdienst,Sanitär,01511 7805756,,"Hauptstraße 30, 30855 Langenhagen, Deutschland",http://haja-heizung-sanitär.de/,True,False,,False,,,,ChIJget16iVzsEcRJsAg6AXo6eQ,5,52,55,Website nicht erreichbar (+35) | Viele Bewertungen (52) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fa. Tomiczek - Heizung & Sanitär r.tomiczek@htp-tel.de,Sanitär,0511 9585844,,"Anderter Str. 20, 30629 Hannover, Deutschland",,False,False,,False,,,,ChIJ75UmdtQ7ZUERVIdunESO8sI,4.7,22,55,Keine Website gefunden (+40) | Gute Aktivität (22 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Glende Hemmingen Garten- Landschaftsbau Marlon Glende,Gartenbau,0174 9903696,,"Hoher Holzweg 20, 30966 Hemmingen, Deutschland",https://www.glende-hemmingen.de/,True,False,,True,,,,ChIJ0Yc4bIoLsEcR2QNOoHyZuyM,5,66,55,Website nicht erreichbar (+35) | Viele Bewertungen (66) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Elektro Klitz e.K.,Elektriker,0511 4750887,,"Am Lindener Hafen 75, 30453 Hannover, Deutschland",http://www.elektro-klitz.de/,True,True,13,False,1955,True,09.05.2013,ChIJqbI1Sgx0sEcRlNxPMqVnlBs,4.9,38,50,Website sehr alt (13 Jahre) (+25) | Kein HTTPS (+10) | Gute Aktivität (38 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Elektro Heese,Elektriker,0511 2345020,,"Am Haselbusch 52, 30459 Hannover, Deutschland",http://www.elektro-heese.de/,True,True,18,False,2146,True,15.02.2008,ChIJQ6CKwRh1sEcRoyZZU3jDsO4,4.9,12,50,Website sehr alt (18 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2146ms) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Elektra Kellenter GmbH & Co. KG,Elektriker,0511 3521981,,"Auf dem Dorn 15, 30165 Hannover, Deutschland",https://elektra-kellenter.de/,True,False,,True,,,,ChIJt42yHGRzsEcRG6_PLl-yiXs,4.6,20,50,Website nicht erreichbar (+35) | Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Elektro Stebel,Elektriker,0172 4190787,,"Himptenhof 15, 30657 Hannover, Deutschland",,False,False,,False,,,,ChIJ1brlecMMsEcRPomRFaw0IrA,5,14,50,Keine Website gefunden (+40) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
HELD Elektrotechnik e.K.,Elektriker,0511 76120731,,"Am Herrenhäuser bhf 26, 30419 Hannover, Deutschland",https://elektro-held.de/,True,True,21,True,1049,False,13.03.2005,ChIJXam3YOpzsEcRU-ObeSoDvro,5,3,50,Website sehr alt (21 Jahre) (+25) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
"Elektro-Andresen, Hans-Uwe Andresen GmbH",Elektriker,0511 887147,,"Hildesheimer Str. 120, 30173 Hannover, Deutschland",http://www.elektro-andresen.de/,True,True,21,False,2230,True,31.01.2005,ChIJ-4FlnTELsEcRU4KKq0g3eVA,3.9,42,50,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2230ms) (+5) | Gute Aktivität (42 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Sanitär- und Wärmetechnik Klaus Nause | Hannover,Klempner,0511 461572,,"An d. Kirche 22a, 30457 Hannover, Deutschland",https://www.nause-sanitaer.de/,True,True,8,True,2926,True,10.11.2018,ChIJ4w-zZQ11sEcRH71dGvcaaLU,5,56,50,Website sehr alt (8 Jahre) (+25) | Langsam (2926ms) (+5) | Viele Bewertungen (56) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
SHK GmbH Sanitär Heizung Klima,Klempner,0511 830051,,"Landwehrstraße 68, 30519 Hannover, Deutschland",https://www.shk-hannover.de/,True,True,15,True,1780,False,10.03.2011,ChIJQekCzd4KsEcRQmIKo8txyyI,4.9,10,50,Website sehr alt (15 Jahre) (+25) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Wilhelm Krug Sanitäre Anlagen und Gasheizungen e.K.,Klempner,0511 341087,,"Leonhardtstraße 1, 30175 Hannover, Deutschland",https://www.krug-haustechnik.com/,True,True,8,True,3388,True,28.11.2018,ChIJkfbJpa10sEcReOXPRXOxak4,4.6,27,50,Website sehr alt (8 Jahre) (+25) | Sehr langsam (3388ms) (+10) | Gute Aktivität (27 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Der Klempner Heinar Kuuslap,Klempner,0511 64227577,,"Gertrud-Greising-Weg 4, 30177 Hannover, Deutschland",,False,False,,False,,,,ChIJeWb59LQMsEcRhIfImpdPg3w,5,1,50,Keine Website gefunden (+40) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sven Boettcher Sanitär Heizung,Klempner,0178 4353553,,"Zur Mühle 13a, 30559 Hannover, Deutschland",http://www.svenboe.de/,True,True,7,False,2659,True,21.08.2019,ChIJuwPHBdwLsEcRzaBUND35rkY,5,81,50,Website veraltet (7 Jahre) (+15) | Kein HTTPS (+10) | Langsam (2659ms) (+5) | Viele Bewertungen (81) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Bad-Studio Geibelstraße GmbH,Klempner,0511 800116,,"Geibelstraße 35, 30173 Hannover, Deutschland",https://badstudio-geibelstrasse.de/,True,True,21,True,2816,True,22.01.2005,ChIJtwl9vjYLsEcReW-lmAzLKuQ,4.5,56,50,Website sehr alt (21 Jahre) (+25) | Langsam (2816ms) (+5) | Viele Bewertungen (56) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Demir Sanitärtechnik GmbH,Klempner,0511 76812977,,"Vahrenwalder Str. 209a, 30165 Hannover, Deutschland",http://www.demir-sani.de/,True,True,13,False,1755,True,09.05.2013,ChIJjakva3ZzsEcRETYYmQdQK_o,4.6,25,50,Website sehr alt (13 Jahre) (+25) | Kein HTTPS (+10) | Gute Aktivität (25 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hartzsch Sanitär- und Heizungstechnik GmbH,Klempner,0511 635034,,"Niederaue 20, 30419 Hannover, Deutschland",https://www.hartzschgmbh.de/,True,True,24,True,3326,True,26.05.2002,ChIJYXphJApzsEcRkf8wdT9pInY,4.6,23,50,Website sehr alt (24 Jahre) (+25) | Sehr langsam (3326ms) (+10) | Gute Aktivität (23 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Behrens Sanitär- und Gasheizungstechnik GmbH,Klempner,0511 861185,,"Neue Str. 15, 30880 Laatzen, Deutschland",http://www.badsanierung-hannover.de/,True,True,19,False,1556,True,05.09.2007,ChIJxfygjooKsEcRcBZz6RMRzLc,4.9,22,50,Website sehr alt (19 Jahre) (+25) | Kein HTTPS (+10) | Gute Aktivität (22 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Torben Käthner - Heizung und Sanitär,Klempner,0160 6326787,,"An d. Laubhütte 20, 30453 Hannover, Deutschland",,False,False,,False,,,,ChIJY-QpJjnxZGkRtQ_cveBy64o,5,4,50,Keine Website gefunden (+40) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Held + Volker Gebäudetechnik GmbH,Klempner,0511 791111,,"Garbsener Landstraße 10, 30419 Hannover, Deutschland",,False,False,,False,,,,ChIJNUvz_HtxsEcR_8K6CpPrtCg,5,8,50,Keine Website gefunden (+40) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Herden & Köllner Haustechnik GmbH & Co. KG,Klempner,0511 86655944,,"Zeißstraße 83, 30519 Hannover, Deutschland",http://www.hk-haustechnik.de/,True,True,21,False,2549,True,31.01.2005,ChIJt8-ImhsLsEcRr0UZBgr4Tyk,4.2,47,50,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2549ms) (+5) | Gute Aktivität (47 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Sanitär- und Wärmetechnik Klaus Nause | Hannover,Installateur,0511 461572,,"An d. Kirche 22a, 30457 Hannover, Deutschland",https://www.nause-sanitaer.de/,True,True,8,True,2181,True,10.11.2018,ChIJ4w-zZQ11sEcRH71dGvcaaLU,5,56,50,Website sehr alt (8 Jahre) (+25) | Langsam (2181ms) (+5) | Viele Bewertungen (56) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sven Boettcher Sanitär Heizung,Installateur,0178 4353553,,"Zur Mühle 13a, 30559 Hannover, Deutschland",http://www.svenboe.de/,True,True,7,False,2193,True,21.08.2019,ChIJuwPHBdwLsEcRzaBUND35rkY,5,81,50,Website veraltet (7 Jahre) (+15) | Kein HTTPS (+10) | Langsam (2193ms) (+5) | Viele Bewertungen (81) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hagemann & Sohn,Installateur,0511 621811,,"Steinmetzstraße 9, 30163 Hannover, Deutschland",http://www.shk-hagemann.de/,True,True,21,False,2635,True,08.02.2005,ChIJS0j_eVpzsEcRNBOxKMHyRUY,4.1,25,50,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2635ms) (+5) | Gute Aktivität (25 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Hildebrandt Heizung Sanitär GmbH,Installateur,0511 841868,,"Reichhelmstraße 2, 30519 Hannover, Deutschland",http://www.hildebrandt-gmbh.de/,True,True,26,False,1947,True,22.06.2000,ChIJi3AOst4KsEcRnpcoMXKmSzU,4.5,21,50,Website sehr alt (26 Jahre) (+25) | Kein HTTPS (+10) | Gute Aktivität (21 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Herden & Köllner Haustechnik GmbH & Co. KG,Installateur,0511 86655944,,"Zeißstraße 83, 30519 Hannover, Deutschland",http://www.hk-haustechnik.de/,True,True,21,False,2744,True,31.01.2005,ChIJt8-ImhsLsEcRr0UZBgr4Tyk,4.2,47,50,Website sehr alt (21 Jahre) (+25) | Kein HTTPS (+10) | Langsam (2744ms) (+5) | Gute Aktivität (47 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Michael Richter Sanitärinstallationen,Installateur,0511 862040,,"Fontainestraße 5, 30519 Hannover, Deutschland",,False,False,,False,,,,ChIJOU5JoD44ZUERDKxNM6GdUxU,5,6,50,Keine Website gefunden (+40) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Behrens Sanitär- und Gasheizungstechnik GmbH,Installateur,0511 861185,,"Neue Str. 15, 30880 Laatzen, Deutschland",http://www.badsanierung-hannover.de/,True,True,19,False,1569,True,05.09.2007,ChIJxfygjooKsEcRcBZz6RMRzLc,4.9,22,50,Website sehr alt (19 Jahre) (+25) | Kein HTTPS (+10) | Gute Aktivität (22 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Steiner Sanitär- & Heizungstechnik GmbH,Installateur,0511 557070,,"Anderter Str., 30629 Hannover, Deutschland",https://steiner-hannover.de/,True,True,11,True,1432,False,23.03.2015,ChIJj0P86wAMsEcRXWMzBKXbh9w,4,23,50,Website sehr alt (11 Jahre) (+25) | Nicht mobilfreundlich (+15) | Gute Aktivität (23 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
